antecedents,consequents,support,confidence,lift,leverage,conviction
"indispo, prix_premium, sans_promo",note_haute,0.1219,1.0,1.379,0.0335,inf
"bcp_variants, prix_mid, score_excellent",dispo,0.0605,1.0,1.3406,0.0154,inf
"peu_variants, prix_mid, score_bon",dispo,0.0702,1.0,1.3406,0.0178,inf
"bcp_images, indispo, note_moyenne",prix_mid,0.0531,1.0,3.5667,0.0382,inf
"note_moyenne, prix_mid, score_excellent",bcp_variants,0.0591,1.0,1.7142,0.0246,inf
score_excellent,dispo,0.2462,1.0,1.3406,0.0625,inf
"bcp_images, indispo, prix_premium, score_faible","note_haute, sans_promo",0.0988,0.9953,2.0272,0.0501,109.4365
"bcp_images, indispo, note_haute, prix_premium, score_faible",sans_promo,0.0988,0.9953,1.5481,0.035,76.7644
"bcp_images, prix_premium, score_faible","indispo, sans_promo",0.0988,0.9953,5.3208,0.0803,174.7806
"bcp_images, indispo, prix_premium, score_faible",sans_promo,0.0988,0.9953,1.5481,0.035,76.7644
"bcp_images, prix_premium, score_faible","note_haute, sans_promo",0.0988,0.9953,2.0272,0.0501,109.4365
"bcp_images, note_haute, prix_premium, score_faible",sans_promo,0.0988,0.9953,1.5481,0.035,76.7644
"bcp_images, prix_premium, score_faible",sans_promo,0.0988,0.9953,1.5481,0.035,76.7644
"bcp_images, prix_premium, score_faible","indispo, note_haute, sans_promo",0.0988,0.9953,6.9068,0.0845,184.0162
"bcp_images, note_haute, prix_premium, score_faible","indispo, sans_promo",0.0988,0.9953,5.3208,0.0803,174.7806
"dispo, prix_budget, score_faible","note_haute, peu_images, peu_variants, sans_promo",0.0855,0.9946,6.924,0.0731,159.2813
"dispo, peu_images, prix_budget, sans_promo, score_faible","note_haute, peu_variants",0.0855,0.9946,3.0201,0.0572,124.7446
"dispo, prix_budget, sans_promo, score_faible","note_haute, peu_images",0.0855,0.9946,4.281,0.0655,142.7861
"dispo, prix_budget, score_faible","note_haute, peu_images, sans_promo",0.0855,0.9946,6.2236,0.0717,156.2744
"dispo, peu_images, prix_budget, sans_promo, score_faible",note_haute,0.0855,0.9946,1.3716,0.0231,51.1178
"dispo, prix_budget, sans_promo, score_faible","note_haute, peu_variants",0.0855,0.9946,3.0201,0.0572,124.7446
"dispo, peu_variants, prix_budget, score_faible","note_haute, sans_promo",0.0855,0.9946,2.0257,0.0433,94.6753
"dispo, prix_budget, score_faible","note_haute, peu_variants",0.0855,0.9946,3.0201,0.0572,124.7446
"dispo, peu_variants, prix_budget, score_faible",note_haute,0.0855,0.9946,1.3716,0.0231,51.1178
"dispo, peu_images, prix_budget, score_faible",note_haute,0.0855,0.9946,1.3716,0.0231,51.1178
"dispo, prix_budget, score_faible","note_haute, peu_images",0.0855,0.9946,4.281,0.0655,142.7861
"dispo, peu_images, peu_variants, prix_budget, sans_promo, score_faible",note_haute,0.0855,0.9946,1.3716,0.0231,51.1178
"dispo, prix_budget, score_faible",note_haute,0.0855,0.9946,1.3716,0.0231,51.1178
"dispo, prix_budget, score_faible","note_haute, sans_promo",0.0855,0.9946,2.0257,0.0433,94.6753
"dispo, prix_budget, sans_promo, score_faible",note_haute,0.0855,0.9946,1.3716,0.0231,51.1178
"dispo, peu_variants, prix_budget, sans_promo, score_faible",note_haute,0.0855,0.9946,1.3716,0.0231,51.1178
"dispo, prix_budget, score_faible","note_haute, peu_variants, sans_promo",0.0855,0.9946,4.2557,0.0654,142.5284
"dispo, peu_images, prix_budget, score_faible","note_haute, peu_variants, sans_promo",0.0855,0.9946,4.2557,0.0654,142.5284
"dispo, peu_variants, prix_budget, score_faible","note_haute, peu_images, sans_promo",0.0855,0.9946,6.2236,0.0717,156.2744
"dispo, peu_variants, prix_budget, score_faible","note_haute, peu_images",0.0855,0.9946,4.281,0.0655,142.7861
"dispo, prix_budget, score_faible","note_haute, peu_images, peu_variants",0.0855,0.9946,5.2908,0.0693,151.0337
"dispo, peu_images, prix_budget, score_faible","note_haute, sans_promo",0.0855,0.9946,2.0257,0.0433,94.6753
"dispo, peu_variants, prix_budget, sans_promo, score_faible","note_haute, peu_images",0.0855,0.9946,4.281,0.0655,142.7861
"dispo, peu_images, peu_variants, prix_budget, score_faible",note_haute,0.0855,0.9946,1.3716,0.0231,51.1178
"dispo, peu_images, peu_variants, prix_budget, score_faible","note_haute, sans_promo",0.0855,0.9946,2.0257,0.0433,94.6753
"dispo, prix_budget, sans_promo, score_faible","note_haute, peu_images, peu_variants",0.0855,0.9946,5.2908,0.0693,151.0337
"dispo, peu_images, prix_budget, score_faible","note_haute, peu_variants",0.0855,0.9946,3.0201,0.0572,124.7446
"bcp_images, peu_variants, prix_budget",note_haute,0.0642,0.9929,1.3691,0.0173,38.4758
"prix_budget, sans_promo, score_bon",dispo,0.0642,0.9929,1.331,0.016,35.5658
"note_haute, prix_budget, sans_promo, score_bon",dispo,0.0633,0.9928,1.3308,0.0157,35.0577
"bcp_images, note_moyenne, peu_variants",prix_mid,0.0619,0.9926,3.5403,0.0444,97.1501
"dispo, prix_mid, score_excellent",bcp_variants,0.0605,0.9924,1.7012,0.0249,54.9949
"prix_mid, score_excellent","bcp_variants, dispo",0.0605,0.9924,2.4444,0.0358,78.4074
"dispo, peu_variants, prix_budget, sans_promo",note_haute,0.121,0.9924,1.3685,0.0326,36.2771
"prix_mid, score_excellent",bcp_variants,0.0605,0.9924,1.7012,0.0249,54.9949
"bcp_images, prix_mid, score_excellent",bcp_variants,0.0596,0.9923,1.701,0.0246,54.1617
"bcp_images, dispo, prix_mid, score_excellent",bcp_variants,0.0596,0.9923,1.701,0.0246,54.1617
"bcp_images, prix_mid, score_excellent","bcp_variants, dispo",0.0596,0.9923,2.4441,0.0352,77.2194
"indispo, note_moyenne",prix_mid,0.0591,0.9922,3.5391,0.0424,92.8323
"bcp_images, dispo, peu_variants, prix_budget",note_haute,0.0554,0.9917,1.3676,0.0149,33.254
"bcp_images, peu_variants, prix_budget, score_bon",note_haute,0.0554,0.9917,1.3676,0.0149,33.254
"dispo, en_promo, prix_mid, score_excellent",bcp_variants,0.054,0.9915,1.6996,0.0222,49.1621
"en_promo, prix_mid, score_excellent","bcp_variants, dispo",0.054,0.9915,2.4422,0.0319,70.0915
"en_promo, prix_mid, score_excellent",bcp_variants,0.054,0.9915,1.6996,0.0222,49.1621
"prix_budget, score_faible",note_haute,0.1072,0.9915,1.3672,0.0288,32.1547
"peu_images, sans_promo, score_bon",dispo,0.0536,0.9915,1.3291,0.0133,29.7229
"bcp_images, dispo, peu_variants, prix_budget, score_bon",note_haute,0.0531,0.9914,1.3671,0.0143,31.8799
"bcp_images, dispo, en_promo, prix_mid, score_excellent",bcp_variants,0.0531,0.9914,1.6994,0.0219,48.3289
"bcp_images, en_promo, prix_mid, score_excellent","bcp_variants, dispo",0.0531,0.9914,2.4418,0.0314,68.9035
"bcp_images, en_promo, prix_mid, score_excellent",bcp_variants,0.0531,0.9914,1.6994,0.0219,48.3289
"dispo, peu_images, peu_variants, prix_budget, sans_promo",note_haute,0.1053,0.9913,1.367,0.0283,31.6051
"bcp_variants, indispo, note_haute, prix_premium",sans_promo,0.1035,0.9912,1.5416,0.0363,40.346
"bcp_variants, indispo, prix_premium","note_haute, sans_promo",0.1035,0.9912,2.0187,0.0522,57.5178
"bcp_variants, indispo, prix_premium",sans_promo,0.1035,0.9912,1.5416,0.0363,40.346
"peu_variants, prix_budget, score_faible",note_haute,0.1012,0.991,1.3665,0.0271,30.3684
"bcp_images, bcp_variants, indispo, note_haute, prix_premium",sans_promo,0.1002,0.9909,1.5411,0.0352,39.0963
"bcp_images, bcp_variants, indispo, prix_premium",sans_promo,0.1002,0.9909,1.5411,0.0352,39.0963
"bcp_images, bcp_variants, indispo, prix_premium","note_haute, sans_promo",0.1002,0.9909,2.0181,0.0506,55.7363
"prix_budget, sans_promo, score_faible",note_haute,0.1002,0.9909,1.3664,0.0269,30.0935
"peu_images, prix_budget, score_faible",note_haute,0.097,0.9906,1.366,0.026,29.1316
"peu_images, prix_budget, sans_promo, score_faible",note_haute,0.0956,0.9904,1.3658,0.0256,28.7194
"peu_images, peu_variants, prix_budget, score_faible",note_haute,0.0947,0.9903,1.3657,0.0254,28.4446
"peu_variants, prix_budget, sans_promo, score_faible",note_haute,0.0942,0.9903,1.3656,0.0252,28.3072
"peu_variants, prix_budget, sans_promo, score_faible",peu_images,0.0942,0.9903,3.7287,0.069,75.6443
"peu_images, peu_variants, prix_budget, sans_promo, score_faible",note_haute,0.0933,0.9902,1.3655,0.025,28.0323
"note_haute, peu_variants, prix_budget, sans_promo, score_faible",peu_images,0.0933,0.9902,3.7283,0.0683,74.9099
"bcp_variants, dispo, en_promo, note_haute, prix_budget",score_excellent,0.0905,0.9899,4.0209,0.068,74.6273
"peu_variants, prix_budget, sans_promo",note_haute,0.1298,0.9894,1.3644,0.0347,26.0169
"prix_premium, score_excellent",bcp_images,0.079,0.9884,1.3459,0.0203,22.9734
"dispo, prix_premium, score_excellent","bcp_images, bcp_variants",0.079,0.9884,1.8625,0.0366,40.5931
"prix_premium, score_excellent","bcp_images, bcp_variants, dispo",0.079,0.9884,2.6918,0.0496,54.7367
"bcp_variants, dispo, prix_premium, score_excellent",bcp_images,0.079,0.9884,1.3459,0.0203,22.9734
"bcp_variants, prix_premium, score_excellent","bcp_images, dispo",0.079,0.9884,1.869,0.0367,40.7529
"prix_premium, score_excellent","bcp_images, bcp_variants",0.079,0.9884,1.8625,0.0366,40.5931
"prix_premium, score_excellent","bcp_images, dispo",0.079,0.9884,1.869,0.0367,40.7529
"dispo, prix_premium, score_excellent",bcp_images,0.079,0.9884,1.3459,0.0203,22.9734
"bcp_variants, prix_premium, score_excellent",bcp_images,0.079,0.9884,1.3459,0.0203,22.9734
"bcp_images, indispo, note_haute, prix_premium",sans_promo,0.1141,0.988,1.5367,0.0398,29.7537
"bcp_images, indispo, prix_premium","note_haute, sans_promo",0.1141,0.988,2.0122,0.0574,42.4172
"bcp_images, indispo, prix_premium",sans_promo,0.1141,0.988,1.5367,0.0398,29.7537
"peu_images, peu_variants, prix_budget, sans_promo",note_haute,0.1132,0.9879,1.3623,0.0301,22.719
"dispo, peu_images, prix_budget, sans_promo",note_haute,0.1132,0.9879,1.3623,0.0301,22.719
"peu_images, peu_variants, score_bon",dispo,0.073,0.9875,1.3238,0.0179,20.3233
"bcp_images, dispo, note_haute, prix_budget, score_excellent",en_promo,0.0711,0.9872,2.7649,0.0454,50.1506
"bcp_images, note_haute, prix_budget, score_excellent","dispo, en_promo",0.0711,0.9872,3.4033,0.0502,55.3746
"bcp_images, note_haute, prix_budget, score_excellent",en_promo,0.0711,0.9872,2.7649,0.0454,50.1506
"bcp_images, score_excellent",bcp_variants,0.2125,0.9871,1.6921,0.0869,32.3581
"bcp_images, score_excellent","bcp_variants, dispo",0.2125,0.9871,2.4313,0.1251,46.1336
"bcp_images, dispo, score_excellent",bcp_variants,0.2125,0.9871,1.6921,0.0869,32.3581
"bcp_images, bcp_variants, dispo, en_promo, note_haute, prix_budget",score_excellent,0.0688,0.9868,4.0081,0.0517,56.9127
"bcp_images, bcp_variants, note_haute, prix_budget, score_excellent",en_promo,0.0688,0.9868,2.7637,0.0439,48.5432
"bcp_images, bcp_variants, note_haute, prix_budget, score_excellent","dispo, en_promo",0.0688,0.9868,3.4018,0.0486,53.5998
"bcp_images, bcp_variants, dispo, note_haute, prix_budget, score_excellent",en_promo,0.0688,0.9868,2.7637,0.0439,48.5432
"bcp_variants, dispo, prix_premium, score_bon",sans_promo,0.0661,0.9862,1.5339,0.023,25.8857
"peu_variants, score_bon",dispo,0.2286,0.9861,1.3219,0.0557,18.2184
"note_haute, peu_images, peu_variants, score_bon",dispo,0.0651,0.986,1.3218,0.0159,18.164
"peu_images, prix_budget, score_faible",sans_promo,0.0965,0.9858,1.5333,0.0336,25.2311
"bcp_images, bcp_variants, dispo, prix_premium, score_bon",sans_promo,0.0642,0.9858,1.5333,0.0223,25.1716
"prix_budget, sans_promo, score_bon",note_haute,0.0637,0.9857,1.3593,0.0168,19.2379
"note_haute, peu_images, prix_budget, score_faible",sans_promo,0.0956,0.9857,1.5331,0.0332,24.9931
"bcp_variants, dispo, note_haute, prix_premium, score_bon",sans_promo,0.0633,0.9856,1.5329,0.022,24.8145
"dispo, en_promo, note_haute, prix_budget, score_bon",peu_variants,0.0633,0.9856,2.3657,0.0365,40.5443
"dispo, prix_budget, sans_promo, score_bon",note_haute,0.0633,0.9856,1.3591,0.0167,19.1005
"peu_images, peu_variants, prix_budget, score_faible",sans_promo,0.0942,0.9855,1.5328,0.0328,24.636
"bcp_images, peu_variants, score_bon",dispo,0.1557,0.9854,1.321,0.0378,17.3764
"note_haute, peu_images, peu_variants, prix_budget, score_faible",sans_promo,0.0933,0.9854,1.5326,0.0324,24.398
"peu_images, prix_budget, sans_promo",note_haute,0.1233,0.9852,1.3586,0.0326,18.6195
"bcp_images, bcp_variants, dispo, note_haute, prix_premium, score_bon",sans_promo,0.0614,0.9852,1.5323,0.0213,24.1005
"prix_mid, score_excellent",bcp_images,0.06,0.9848,1.341,0.0153,17.5289
"dispo, prix_mid, score_excellent",bcp_images,0.06,0.9848,1.341,0.0153,17.5289
"prix_mid, score_excellent","bcp_images, dispo",0.06,0.9848,1.8622,0.0278,31.0947
"bcp_variants, prix_mid, score_excellent",bcp_images,0.0596,0.9847,1.3408,0.0151,17.3961
"bcp_variants, prix_mid, score_excellent","bcp_images, dispo",0.0596,0.9847,1.862,0.0276,30.8591
"note_haute, prix_premium, score_excellent","bcp_images, bcp_variants, dispo",0.0596,0.9847,2.6817,0.0374,41.448
"note_haute, prix_premium, score_excellent","bcp_images, dispo",0.0596,0.9847,1.862,0.0276,30.8591
"bcp_variants, dispo, prix_mid, score_excellent",bcp_images,0.0596,0.9847,1.3408,0.0151,17.3961
"dispo, note_haute, prix_premium, score_excellent","bcp_images, bcp_variants",0.0596,0.9847,1.8555,0.0275,30.7381
"dispo, note_haute, prix_premium, score_excellent",bcp_images,0.0596,0.9847,1.3408,0.0151,17.3961
"bcp_variants, note_haute, prix_premium, score_excellent","bcp_images, dispo",0.0596,0.9847,1.862,0.0276,30.8591
"note_haute, prix_premium, score_excellent","bcp_images, bcp_variants",0.0596,0.9847,1.8555,0.0275,30.7381
"note_haute, prix_premium, score_excellent",bcp_images,0.0596,0.9847,1.3408,0.0151,17.3961
"bcp_variants, dispo, note_haute, prix_premium, score_excellent",bcp_images,0.0596,0.9847,1.3408,0.0151,17.3961
"bcp_variants, note_haute, prix_premium, score_excellent",bcp_images,0.0596,0.9847,1.3408,0.0151,17.3961
"dispo, note_moyenne, prix_mid, score_excellent","bcp_images, bcp_variants",0.0582,0.9844,1.8548,0.0268,30.0342
"note_moyenne, prix_mid, score_excellent","bcp_images, bcp_variants, dispo",0.0582,0.9844,2.6807,0.0365,40.4988
"bcp_variants, dispo, note_moyenne, prix_mid, score_excellent",bcp_images,0.0582,0.9844,1.3404,0.0148,16.9977
"bcp_variants, note_moyenne, prix_mid, score_excellent","bcp_images, dispo",0.0582,0.9844,1.8613,0.0269,30.1524
"note_moyenne, prix_mid, score_excellent",bcp_images,0.0582,0.9844,1.3404,0.0148,16.9977
"note_moyenne, prix_mid, score_excellent","bcp_images, bcp_variants",0.0582,0.9844,1.8548,0.0268,30.0342
"bcp_variants, note_moyenne, prix_mid, score_excellent",bcp_images,0.0582,0.9844,1.3404,0.0148,16.9977
"note_moyenne, prix_mid, score_excellent","bcp_images, dispo",0.0582,0.9844,1.8613,0.0269,30.1524
"dispo, note_moyenne, prix_mid, score_excellent",bcp_images,0.0582,0.9844,1.3404,0.0148,16.9977
"note_moyenne, score_faible",prix_mid,0.0577,0.9843,3.5106,0.0413,45.6965
"bcp_variants, dispo, en_promo, note_haute",score_excellent,0.1109,0.9836,3.9953,0.0831,45.9824
"bcp_variants, prix_premium, sans_promo, score_excellent",bcp_images,0.055,0.9835,1.3391,0.0139,16.0681
"bcp_variants, prix_premium, sans_promo, score_excellent","bcp_images, dispo",0.055,0.9835,1.8596,0.0254,28.5035
"dispo, prix_premium, sans_promo, score_excellent","bcp_images, bcp_variants",0.055,0.9835,1.8531,0.0253,28.3917
"prix_premium, sans_promo, score_excellent",bcp_images,0.055,0.9835,1.3391,0.0139,16.0681
"prix_premium, sans_promo, score_excellent","bcp_images, bcp_variants",0.055,0.9835,1.8531,0.0253,28.3917
"prix_premium, sans_promo, score_excellent","bcp_images, dispo",0.055,0.9835,1.8596,0.0254,28.5035
"dispo, prix_premium, sans_promo, score_excellent",bcp_images,0.055,0.9835,1.3391,0.0139,16.0681
"prix_premium, sans_promo, score_excellent","bcp_images, bcp_variants, dispo",0.055,0.9835,2.6783,0.0344,38.2841
"bcp_variants, dispo, prix_premium, sans_promo, score_excellent",bcp_images,0.055,0.9835,1.3391,0.0139,16.0681
"dispo, en_promo, prix_mid, score_excellent",bcp_images,0.0536,0.9831,1.3386,0.0136,15.6697
"en_promo, prix_mid, score_excellent",bcp_images,0.0536,0.9831,1.3386,0.0136,15.6697
"en_promo, prix_mid, score_excellent","bcp_images, dispo",0.0536,0.9831,1.8588,0.0248,27.7968
"bcp_variants, en_promo, prix_mid, score_excellent",bcp_images,0.0531,0.9829,1.3384,0.0134,15.537
"bcp_variants, dispo, en_promo, prix_mid, score_excellent",bcp_images,0.0531,0.9829,1.3384,0.0134,15.537
"bcp_variants, en_promo, prix_mid, score_excellent","bcp_images, dispo",0.0531,0.9829,1.8585,0.0245,27.5612
"bcp_images, dispo, prix_premium, score_bon",sans_promo,0.1048,0.9827,1.5284,0.0362,20.6193
"bcp_variants, dispo, en_promo, note_moyenne, prix_mid, score_excellent",bcp_images,0.0517,0.9825,1.3377,0.0131,15.1386
"en_promo, note_moyenne, prix_mid, score_excellent","bcp_images, dispo",0.0517,0.9825,1.8577,0.0239,26.8545
"en_promo, note_moyenne, prix_mid, score_excellent","bcp_images, bcp_variants",0.0517,0.9825,1.8512,0.0238,26.7492
"dispo, en_promo, note_moyenne, prix_mid, score_excellent",bcp_images,0.0517,0.9825,1.3377,0.0131,15.1386
"bcp_variants, en_promo, note_moyenne, prix_mid, score_excellent",bcp_images,0.0517,0.9825,1.3377,0.0131,15.1386
"en_promo, note_moyenne, prix_mid, score_excellent",bcp_images,0.0517,0.9825,1.3377,0.0131,15.1386
"en_promo, note_moyenne, prix_mid, score_excellent","bcp_images, bcp_variants, dispo",0.0517,0.9825,2.6755,0.0324,36.0693
"dispo, en_promo, note_moyenne, prix_mid, score_excellent","bcp_images, bcp_variants",0.0517,0.9825,1.8512,0.0238,26.7492
"bcp_variants, en_promo, note_moyenne, prix_mid, score_excellent","bcp_images, dispo",0.0517,0.9825,1.8577,0.0239,26.8545
"bcp_images, dispo, note_haute, prix_premium, score_bon",sans_promo,0.1021,0.9822,1.5277,0.0353,20.0837
"note_haute, peu_variants, score_bon",dispo,0.1778,0.9821,1.3166,0.0428,14.2263
"note_moyenne, sans_promo, score_faible",prix_mid,0.0508,0.9821,3.503,0.0363,40.2993
"dispo, prix_budget, sans_promo",note_haute,0.1515,0.982,1.3542,0.0396,15.2987
"bcp_variants, dispo, note_haute, score_bon",sans_promo,0.1002,0.9819,1.5272,0.0346,19.7267
"bcp_images, dispo, en_promo, score_excellent",bcp_variants,0.1492,0.9818,1.6829,0.0605,22.8451
"bcp_images, en_promo, score_excellent",bcp_variants,0.1492,0.9818,1.6829,0.0605,22.8451
"bcp_images, en_promo, score_excellent","bcp_variants, dispo",0.1492,0.9818,2.4181,0.0875,32.5707
"bcp_variants, en_promo, prix_mid",bcp_images,0.0744,0.9817,1.3367,0.0187,14.5189
"bcp_variants, en_promo, note_moyenne, prix_mid",bcp_images,0.0725,0.9812,1.3361,0.0182,14.1647
"bcp_variants, dispo, prix_premium",bcp_images,0.1441,0.9811,1.3359,0.0362,14.0762
"prix_budget, sans_promo",note_haute,0.1667,0.981,1.3528,0.0435,14.448
"bcp_variants, indispo, score_faible",sans_promo,0.1182,0.9808,1.5255,0.0407,18.6377
"bcp_variants, score_faible",sans_promo,0.1182,0.9808,1.5255,0.0407,18.6377
"bcp_variants, score_faible","indispo, sans_promo",0.1182,0.9808,5.2433,0.0957,42.4351
"peu_variants, prix_budget, sans_promo, score_faible","note_haute, peu_images",0.0933,0.9806,4.2206,0.0712,39.5349
"bcp_images, bcp_variants, dispo, note_haute, score_bon",sans_promo,0.0924,0.9804,1.5248,0.0318,18.2092
"prix_premium, score_bon",note_haute,0.1363,0.9801,1.3515,0.0354,13.7871
"bcp_images, note_haute, peu_variants, score_bon",dispo,0.1127,0.9799,1.3136,0.0269,12.6513
"bcp_images, bcp_variants, dispo, en_promo, note_haute",score_excellent,0.0891,0.9797,3.9794,0.0667,37.1252
"bcp_images, bcp_variants, score_faible","indispo, sans_promo",0.1113,0.9797,5.237,0.0901,39.9963
"bcp_images, bcp_variants, indispo, score_faible",sans_promo,0.1113,0.9797,1.5237,0.0383,17.5666
"bcp_images, bcp_variants, score_faible",sans_promo,0.1113,0.9797,1.5237,0.0383,17.5666
"prix_premium, sans_promo, score_bon",note_haute,0.1326,0.9795,1.3507,0.0344,13.4207
"bcp_images, score_faible",indispo,0.1533,0.9794,3.8551,0.1136,36.1257
"bcp_images, note_haute, score_excellent",bcp_variants,0.1307,0.9792,1.6786,0.0528,20.0676
"bcp_images, note_haute, score_excellent","bcp_variants, dispo",0.1307,0.9792,2.4119,0.0765,28.6108
"bcp_images, dispo, note_haute, score_excellent",bcp_variants,0.1307,0.9792,1.6786,0.0528,20.0676
"prix_budget, sans_promo, score_bon","dispo, note_haute",0.0633,0.9786,1.8439,0.029,21.8999
"bcp_variants, dispo, en_promo, prix_mid",bcp_images,0.0619,0.9781,1.3318,0.0154,12.1286
