antecedents,consequents,support,confidence,lift,leverage,conviction
"peu_images, sans_promo","dispo, peu_variants, prix_budget",0.1062,0.5793,2.9652,0.0704,1.9128
"en_promo, peu_variants","note_haute, prix_budget",0.0776,0.5793,1.608,0.0293,1.5207
"dispo, prix_premium, sans_promo","bcp_variants, note_haute",0.1048,0.5791,1.4629,0.0332,1.4353
"dispo, prix_premium, sans_promo","bcp_images, score_bon",0.1048,0.5791,1.5971,0.0392,1.5143
"peu_images, peu_variants, sans_promo","note_haute, prix_budget, score_faible",0.0933,0.5788,5.4013,0.076,2.1197
"bcp_variants, note_haute",prix_premium,0.2291,0.5788,1.6797,0.0927,1.556
"bcp_images, bcp_variants, dispo",score_excellent,0.2125,0.5786,2.3503,0.1221,1.7889
"dispo, prix_mid, sans_promo","note_moyenne, score_bon",0.0697,0.5785,4.4575,0.0541,2.0648
"bcp_images, bcp_variants, prix_budget","dispo, note_haute, score_excellent",0.0697,0.5785,3.6201,0.0505,1.9935
"bcp_images, bcp_variants, prix_budget","dispo, en_promo, note_haute",0.0697,0.5785,3.1471,0.0476,1.9365
"bcp_images, bcp_variants, prix_budget","note_haute, score_excellent",0.0697,0.5785,3.6201,0.0505,1.9935
"bcp_images, bcp_variants, dispo, sans_promo",prix_premium,0.1192,0.5785,1.6788,0.0482,1.5549
"dispo, score_bon",peu_variants,0.2286,0.5783,1.388,0.0639,1.3833
"bcp_variants, sans_promo","note_haute, prix_premium",0.2083,0.5782,1.7934,0.0922,1.6065
"en_promo, note_haute","bcp_images, prix_budget",0.1353,0.5779,3.1201,0.092,1.9303
"indispo, sans_promo","bcp_images, note_haute, score_faible",0.1081,0.5778,5.0439,0.0867,2.0971
"dispo, note_haute, peu_variants",peu_images,0.158,0.5777,2.1752,0.0853,1.7391
"bcp_images, en_promo, prix_mid","bcp_variants, dispo",0.0619,0.5776,1.4226,0.0184,1.4062
"dispo, en_promo, note_moyenne, prix_mid","bcp_images, bcp_variants, score_excellent",0.0517,0.5773,2.7172,0.0327,1.8632
"dispo, en_promo, note_moyenne, prix_mid","bcp_images, score_excellent",0.0517,0.5773,2.6822,0.0324,1.8566
"dispo, en_promo, prix_mid","bcp_images, score_excellent",0.0536,0.5771,2.6812,0.0336,1.8557
"peu_images, score_bon","dispo, sans_promo",0.0536,0.5771,1.2659,0.0113,1.2867
"bcp_variants, prix_mid, sans_promo","note_moyenne, score_bon",0.0554,0.5769,4.445,0.043,2.0569
"bcp_variants, prix_budget","bcp_images, en_promo",0.0924,0.5764,2.0972,0.0483,1.7118
"bcp_variants, prix_budget","bcp_images, dispo, note_haute",0.0924,0.5764,1.6931,0.0378,1.557
"note_moyenne, prix_mid, score_bon","dispo, sans_promo",0.0697,0.5763,1.2642,0.0146,1.2843
"dispo, note_moyenne, sans_promo","bcp_images, prix_mid, score_bon",0.0628,0.5763,4.0906,0.0475,2.0275
"dispo, peu_images, sans_promo","note_haute, score_faible",0.091,0.576,2.4029,0.0531,1.7932
"dispo, peu_images, sans_promo","note_haute, peu_variants, score_faible",0.091,0.576,4.0099,0.0683,2.0198
"dispo, note_haute, peu_images, peu_variants","sans_promo, score_faible",0.091,0.576,2.1318,0.0483,1.7213
"dispo, note_haute, peu_images, peu_variants",score_faible,0.091,0.576,1.9305,0.0439,1.6548
"bcp_images, dispo, prix_premium, score_bon","bcp_variants, note_haute, sans_promo",0.0614,0.5758,2.2379,0.034,1.7507
"note_haute, prix_budget",peu_variants,0.2074,0.5756,1.3817,0.0573,1.3747
"bcp_images, bcp_variants, note_haute","prix_premium, sans_promo",0.2023,0.5756,1.8995,0.0958,1.6422
"dispo, prix_premium","sans_promo, score_bon",0.1196,0.5756,1.8795,0.056,1.6345
"dispo, prix_premium","note_haute, score_bon",0.1196,0.5756,1.7675,0.0519,1.5888
"note_haute, score_excellent","bcp_images, dispo, en_promo",0.0919,0.5751,2.4904,0.055,1.8102
"note_haute, score_excellent","bcp_images, en_promo",0.0919,0.5751,2.0928,0.048,1.7069
"dispo, note_haute, score_excellent","bcp_images, en_promo",0.0919,0.5751,2.0928,0.048,1.7069
"bcp_variants, dispo, prix_budget","bcp_images, en_promo",0.0744,0.575,2.0922,0.0388,1.7063
note_moyenne,"bcp_variants, prix_mid",0.158,0.5748,3.3452,0.1107,1.9477
"dispo, peu_variants",prix_budget,0.1954,0.5747,1.5324,0.0679,1.4695
"bcp_images, bcp_variants, dispo, note_moyenne",score_excellent,0.0818,0.5747,2.3343,0.0467,1.7723
"bcp_images, dispo, prix_premium",score_bon,0.1067,0.5746,1.2617,0.0221,1.2802
"bcp_variants, dispo, note_haute, score_excellent","bcp_images, en_promo",0.0891,0.5744,2.0901,0.0465,1.7039
"bcp_variants, note_haute, score_excellent","bcp_images, en_promo",0.0891,0.5744,2.0901,0.0465,1.7039
"bcp_variants, note_haute, score_excellent","bcp_images, dispo, en_promo",0.0891,0.5744,2.4872,0.0533,1.807
en_promo,prix_budget,0.2051,0.5744,1.5315,0.0712,1.4683
"peu_images, sans_promo","dispo, note_haute, peu_variants, prix_budget",0.1053,0.5743,3.0475,0.0708,1.9064
"peu_images, sans_promo","note_haute, peu_variants, score_faible",0.1053,0.5743,3.998,0.079,2.0117
"peu_variants, prix_premium","sans_promo, score_bon",0.0536,0.5743,1.8752,0.025,1.6295
"peu_variants, prix_premium","dispo, sans_promo, score_bon",0.0536,0.5743,2.015,0.027,1.6794
"peu_variants, prix_premium","dispo, note_haute, sans_promo, score_bon",0.0536,0.5743,2.7146,0.0338,1.8519
"peu_variants, prix_premium","note_haute, sans_promo, score_bon",0.0536,0.5743,2.5167,0.0323,1.8129
"note_haute, peu_variants, prix_premium","sans_promo, score_bon",0.0536,0.5743,1.8752,0.025,1.6295
"note_haute, peu_variants, prix_premium","dispo, sans_promo, score_bon",0.0536,0.5743,2.015,0.027,1.6794
"bcp_images, note_haute, prix_budget, score_bon",peu_variants,0.0554,0.5742,1.3781,0.0152,1.3699
"bcp_variants, en_promo, prix_budget","bcp_images, dispo, note_haute",0.0697,0.5741,1.6866,0.0284,1.5488
"peu_variants, score_faible",prix_budget,0.1021,0.574,1.5305,0.0354,1.4671
"bcp_variants, note_haute, prix_budget","bcp_images, en_promo",0.0878,0.574,2.0887,0.0457,1.7024
"indispo, score_faible","bcp_images, bcp_variants, sans_promo",0.1113,0.5738,1.6971,0.0457,1.553
"note_haute, prix_budget, sans_promo","peu_images, score_faible",0.0956,0.5734,4.0437,0.072,2.0118
"dispo, prix_premium","bcp_images, bcp_variants, sans_promo",0.1192,0.5733,1.6957,0.0489,1.5513
"dispo, en_promo, score_bon","note_haute, peu_variants, prix_budget",0.0633,0.5732,2.764,0.0404,1.8572
"en_promo, prix_mid","bcp_variants, dispo",0.0633,0.5732,1.4119,0.0185,1.3918
"prix_mid, score_bon","bcp_images, dispo, sans_promo",0.0887,0.5731,1.9238,0.0426,1.6447
"note_moyenne, score_bon","bcp_variants, prix_mid",0.0744,0.573,3.3345,0.0521,1.9393
"note_moyenne, score_bon","prix_mid, sans_promo",0.0744,0.573,3.3708,0.0523,1.9436
"indispo, sans_promo","bcp_images, bcp_variants, note_haute",0.1072,0.5728,1.6297,0.0414,1.5182
"bcp_images, dispo, prix_mid, sans_promo","bcp_variants, score_bon",0.0564,0.5728,2.5621,0.0344,1.8174
prix_budget,peu_variants,0.2148,0.5727,1.3745,0.0585,1.3651
"note_haute, peu_images","dispo, peu_variants, prix_budget",0.133,0.5726,2.9305,0.0876,1.8824
"bcp_images, note_moyenne, score_bon","prix_mid, sans_promo",0.0674,0.5725,3.3684,0.0474,1.9418
"peu_images, peu_variants, prix_budget","dispo, score_faible",0.0859,0.5723,5.4825,0.0702,2.0941
"peu_images, peu_variants, prix_budget","dispo, sans_promo, score_faible",0.0859,0.5723,5.4825,0.0702,2.0941
"note_haute, peu_variants","dispo, prix_budget",0.1885,0.5722,1.7623,0.0815,1.5786
"dispo, en_promo, prix_mid","bcp_images, bcp_variants, score_excellent",0.0531,0.5721,2.6928,0.0334,1.8406
"dispo, note_moyenne, score_bon","bcp_images, sans_promo",0.0661,0.572,1.2446,0.013,1.2627
"bcp_variants, dispo, note_haute, prix_budget","bcp_images, en_promo",0.0697,0.572,2.0812,0.0362,1.6942
"bcp_variants, dispo, note_haute, prix_budget","bcp_images, score_excellent",0.0697,0.572,2.6573,0.0435,1.8334
"bcp_images, bcp_variants, prix_mid, sans_promo","note_moyenne, score_bon",0.0517,0.5714,4.4026,0.04,2.0305
"bcp_images, dispo, en_promo, prix_mid","note_moyenne, score_excellent",0.0517,0.5714,6.6157,0.0439,2.1318
"indispo, note_haute, score_faible","bcp_images, bcp_variants, prix_premium",0.085,0.5714,2.3298,0.0485,1.761
"bcp_images, note_moyenne, prix_mid, sans_promo","dispo, score_bon",0.0628,0.5714,1.4453,0.0194,1.4108
"bcp_images, dispo, en_promo, prix_mid","bcp_variants, note_moyenne, score_excellent",0.0517,0.5714,6.7975,0.0441,2.1372
"en_promo, note_moyenne","bcp_images, bcp_variants, dispo",0.0702,0.5714,1.5562,0.0251,1.4765
"indispo, note_haute, score_faible","bcp_images, bcp_variants, prix_premium, sans_promo",0.085,0.5714,2.6045,0.0524,1.8214
"bcp_variants, dispo, prix_budget","bcp_images, score_excellent",0.0739,0.5714,2.6548,0.0461,1.8311
"prix_premium, score_bon","bcp_images, bcp_variants, sans_promo",0.0794,0.5714,1.6901,0.0324,1.5444
"bcp_images, bcp_variants, prix_budget","en_promo, note_haute, score_excellent",0.0688,0.5709,4.9438,0.0549,2.0613
"bcp_images, bcp_variants, prix_budget","dispo, en_promo, note_haute, score_excellent",0.0688,0.5709,4.9438,0.0549,2.0613
"note_haute, peu_variants",peu_images,0.188,0.5708,2.1493,0.1005,1.7112
"bcp_variants, prix_budget","dispo, en_promo, note_haute",0.0915,0.5706,3.1039,0.062,1.9007
"bcp_variants, indispo","bcp_images, prix_premium",0.1012,0.5703,1.8938,0.0477,1.6264
"bcp_variants, indispo","bcp_images, note_haute, prix_premium",0.1012,0.5703,2.0442,0.0517,1.678
"peu_variants, sans_promo",peu_images,0.1612,0.5703,2.1472,0.0861,1.709
"peu_variants, prix_mid","bcp_images, note_moyenne",0.0619,0.5702,2.3604,0.0357,1.7647
prix_mid,"bcp_images, dispo, note_moyenne",0.1598,0.57,3.0247,0.107,1.8874
"dispo, note_moyenne, prix_mid, sans_promo","bcp_variants, score_bon",0.0508,0.5699,2.5495,0.0309,1.8055
"dispo, en_promo, note_haute, prix_budget","bcp_variants, score_excellent",0.0905,0.5698,2.3814,0.0525,1.7682
"dispo, en_promo, note_moyenne","bcp_images, bcp_variants, prix_mid",0.0605,0.5696,3.4541,0.043,1.9401
"en_promo, note_moyenne, prix_mid","bcp_images, bcp_variants, dispo",0.0605,0.5696,1.5511,0.0215,1.4701
"bcp_variants, note_moyenne, sans_promo",score_bon,0.0587,0.5695,1.2505,0.0118,1.265
"note_haute, peu_images, sans_promo","dispo, peu_variants, score_faible",0.091,0.5694,5.4543,0.0743,2.0797
"note_haute, peu_images, sans_promo","dispo, score_faible",0.091,0.5694,5.4543,0.0743,2.0797
"peu_images, peu_variants, prix_budget","dispo, note_haute, sans_promo, score_faible",0.0855,0.5692,6.2558,0.0718,2.1102
"peu_images, peu_variants, prix_budget","dispo, note_haute, score_faible",0.0855,0.5692,6.2558,0.0718,2.1102
"peu_variants, score_faible","dispo, peu_images, sans_promo",0.1012,0.5688,3.6009,0.0731,1.9529
"peu_variants, score_faible","dispo, peu_images",0.1012,0.5688,2.6203,0.0625,1.8158
"peu_variants, score_faible","note_haute, prix_budget",0.1012,0.5688,1.5789,0.0371,1.4837
"bcp_images, en_promo, note_haute",score_excellent,0.0919,0.5686,2.3095,0.0521,1.7472
"prix_budget, score_bon","en_promo, note_haute",0.0919,0.5686,2.4279,0.0541,1.7751
"bcp_images, en_promo, note_haute","dispo, score_excellent",0.0919,0.5686,2.3095,0.0521,1.7472
"prix_premium, score_bon","bcp_variants, note_haute, sans_promo",0.079,0.5681,2.2082,0.0432,1.7197
"bcp_images, prix_mid",score_bon,0.1409,0.568,1.2471,0.0279,1.2605
"prix_budget, sans_promo","peu_images, score_faible",0.0965,0.5679,4.0051,0.0724,1.9863
"indispo, sans_promo","prix_premium, score_faible",0.1062,0.5679,4.5202,0.0827,2.0235
"indispo, sans_promo","note_haute, prix_premium, score_faible",0.1062,0.5679,4.5202,0.0827,2.0235
"peu_variants, prix_budget","dispo, sans_promo",0.1219,0.5677,1.2454,0.024,1.2588
"dispo, peu_images, peu_variants",score_faible,0.1012,0.5674,1.9014,0.048,1.6217
"dispo, peu_images, peu_variants","sans_promo, score_faible",0.1012,0.5674,2.0997,0.053,1.6868
"dispo, en_promo, prix_mid","note_moyenne, score_excellent",0.0527,0.5672,6.5664,0.0446,2.1108
"dispo, en_promo, prix_mid","bcp_variants, note_moyenne, score_excellent",0.0527,0.5672,6.7468,0.0449,2.1161
"bcp_images, bcp_variants, note_moyenne, sans_promo",score_bon,0.055,0.5667,1.2443,0.0108,1.2567
"prix_premium, sans_promo, score_bon","bcp_images, bcp_variants, note_haute",0.0767,0.5666,1.6118,0.0291,1.4961
"bcp_variants, en_promo, prix_budget","bcp_images, note_haute, score_excellent",0.0688,0.5665,4.2441,0.0526,1.9991
"bcp_variants, en_promo, prix_budget","bcp_images, dispo, note_haute, score_excellent",0.0688,0.5665,4.2441,0.0526,1.9991
"dispo, note_haute, score_excellent","bcp_variants, en_promo, prix_budget",0.0905,0.5665,4.6632,0.0711,2.0265
"note_haute, score_excellent","bcp_variants, en_promo, prix_budget",0.0905,0.5665,4.6632,0.0711,2.0265
"note_haute, score_excellent","bcp_variants, dispo, en_promo, prix_budget",0.0905,0.5665,5.8401,0.075,2.0829
"bcp_images, note_haute",prix_premium,0.279,0.5661,1.6428,0.1092,1.5105
"bcp_images, bcp_variants, note_haute, sans_promo, score_bon","dispo, prix_premium",0.0614,0.566,2.7229,0.0389,1.825
"bcp_images, sans_promo, score_bon","bcp_variants, dispo",0.1427,0.5659,1.3939,0.0403,1.3684
"note_moyenne, score_bon","dispo, sans_promo",0.0734,0.5658,1.2412,0.0143,1.2532
"bcp_images, prix_budget, score_bon",peu_variants,0.0559,0.5654,1.3571,0.0147,1.3424
"peu_variants, sans_promo, score_faible","dispo, peu_images, prix_budget",0.0859,0.5653,3.317,0.06,1.9086
"peu_variants, sans_promo, score_faible","dispo, prix_budget",0.0859,0.5653,1.7411,0.0366,1.5536
"en_promo, prix_budget","bcp_variants, note_haute",0.1159,0.5653,1.4281,0.0348,1.3899
peu_images,"peu_variants, prix_budget",0.1501,0.5652,2.6316,0.0931,1.806
"bcp_variants, dispo, note_moyenne",score_excellent,0.0841,0.5652,2.2959,0.0474,1.7338
"prix_mid, sans_promo, score_bon","bcp_variants, dispo",0.06,0.5652,1.3921,0.0169,1.3662
"dispo, en_promo, note_moyenne","bcp_images, score_excellent",0.06,0.5652,2.626,0.0372,1.8049
"dispo, en_promo, note_moyenne","bcp_images, bcp_variants, score_excellent",0.06,0.5652,2.6602,0.0375,1.8113
"bcp_variants, indispo","bcp_images, note_haute, prix_premium, sans_promo",0.1002,0.5651,2.2005,0.0547,1.7089
"bcp_variants, indispo","bcp_images, prix_premium, sans_promo",0.1002,0.5651,2.0632,0.0516,1.6696
"note_haute, prix_budget, sans_promo","peu_variants, score_faible",0.0942,0.5651,3.1778,0.0646,1.8905
"note_moyenne, prix_mid, sans_promo",score_bon,0.0744,0.5649,1.2404,0.0144,1.2516
"bcp_variants, prix_budget","en_promo, note_haute, score_excellent",0.0905,0.5648,4.8915,0.072,2.0327
"bcp_variants, prix_budget","dispo, en_promo, note_haute, score_excellent",0.0905,0.5648,4.8915,0.072,2.0327
"prix_premium, score_bon","bcp_images, bcp_variants, note_haute",0.0785,0.5648,1.6068,0.0297,1.4901
"bcp_images, note_moyenne, sans_promo","dispo, prix_mid",0.0725,0.5647,2.6465,0.0451,1.8072
"dispo, note_haute, prix_premium","bcp_variants, sans_promo",0.1048,0.5647,1.5673,0.038,1.4695
"bcp_images, dispo, prix_premium","sans_promo, score_bon",0.1048,0.5647,1.8439,0.048,1.5937
"bcp_images, en_promo, prix_mid","bcp_variants, dispo, note_moyenne",0.0605,0.5647,3.7965,0.0446,1.9554
"bcp_images, peu_variants","note_haute, score_bon",0.115,0.5646,1.7339,0.0487,1.5489
"peu_images, peu_variants, sans_promo","dispo, note_haute, score_faible",0.091,0.5645,6.2034,0.0763,2.0871
"bcp_variants, dispo, note_haute, prix_budget","bcp_images, en_promo, score_excellent",0.0688,0.5644,3.714,0.0503,1.9468
peu_variants,"dispo, sans_promo",0.2351,0.5643,1.2378,0.0452,1.2488
"dispo, note_haute, prix_budget, sans_promo","peu_images, peu_variants, score_faible",0.0855,0.564,4.1819,0.065,1.9843
"dispo, note_haute, prix_budget, sans_promo","peu_variants, score_faible",0.0855,0.564,3.1717,0.0585,1.8858
"dispo, note_haute, prix_budget, sans_promo","peu_images, score_faible",0.0855,0.564,3.9776,0.064,1.9685
"dispo, note_haute, prix_budget, sans_promo",score_faible,0.0855,0.564,1.8903,0.0402,1.6093
"peu_images, peu_variants","note_haute, score_faible",0.1201,0.564,2.3527,0.069,1.7437
"dispo, prix_premium, sans_promo","bcp_images, bcp_variants, note_haute",0.1021,0.5638,1.6039,0.0384,1.4866
"note_haute, peu_variants, score_bon",prix_budget,0.1021,0.5638,1.5032,0.0342,1.4326
"dispo, prix_premium, sans_promo","bcp_images, note_haute, score_bon",0.1021,0.5638,2.303,0.0578,1.7312
"peu_variants, score_bon","dispo, sans_promo",0.1307,0.5637,1.2366,0.025,1.2472
"bcp_variants, note_haute","bcp_images, prix_premium",0.2231,0.5636,1.8714,0.1039,1.6014
"peu_variants, prix_budget","dispo, note_haute, sans_promo",0.121,0.5634,1.6243,0.0465,1.4961
prix_mid,"bcp_variants, note_moyenne",0.158,0.5634,3.0045,0.1054,1.861
"dispo, en_promo, score_excellent",prix_budget,0.1012,0.563,1.5011,0.0338,1.43
"en_promo, score_excellent",prix_budget,0.1012,0.563,1.5011,0.0338,1.43
"en_promo, score_excellent","dispo, prix_budget",0.1012,0.563,1.7338,0.0428,1.5452
"bcp_images, indispo, sans_promo","bcp_variants, note_haute, score_faible",0.091,0.5629,5.8586,0.0755,2.0678
"bcp_images, en_promo, note_haute","bcp_variants, dispo",0.091,0.5629,1.3863,0.0254,1.3588
"note_haute, prix_premium, score_bon","bcp_images, bcp_variants, sans_promo",0.0767,0.5627,1.6643,0.0306,1.5136
"prix_budget, sans_promo","note_haute, peu_images, score_faible",0.0956,0.5625,4.4938,0.0743,1.9996
"sans_promo, score_faible",peu_variants,0.152,0.5624,1.3499,0.0394,1.3331
"bcp_images, note_haute, sans_promo, score_bon","dispo, prix_premium",0.1021,0.5623,2.7055,0.0643,1.81
"peu_variants, sans_promo, score_faible","dispo, note_haute, peu_images, prix_budget",0.0855,0.5623,3.4585,0.0607,1.9133
"peu_variants, sans_promo, score_faible","dispo, note_haute, prix_budget",0.0855,0.5623,1.8116,0.0383,1.5756
"dispo, prix_premium","note_haute, sans_promo, score_bon",0.1169,0.5622,2.464,0.0694,1.7631
"bcp_images, indispo","note_haute, prix_premium",0.1155,0.5618,1.7425,0.0492,1.5463
"bcp_images, indispo",prix_premium,0.1155,0.5618,1.6304,0.0446,1.4957
"bcp_variants, sans_promo","bcp_images, note_haute, prix_premium",0.2023,0.5615,2.0128,0.1018,1.6444
"bcp_images, peu_variants, score_bon","dispo, sans_promo",0.0887,0.5614,1.2314,0.0167,1.2406
"bcp_images, note_moyenne, sans_promo","bcp_variants, dispo",0.0721,0.5612,1.3821,0.0199,1.3535
"bcp_images, note_moyenne, score_bon","dispo, sans_promo",0.0661,0.5608,1.2301,0.0124,1.2388
"bcp_images, prix_budget, score_bon","note_haute, peu_variants",0.0554,0.5607,1.7027,0.0229,1.5268
"en_promo, prix_mid","bcp_images, bcp_variants, dispo",0.0619,0.5607,1.5269,0.0214,1.4404
"en_promo, prix_mid","bcp_variants, dispo, note_moyenne",0.0619,0.5607,3.7697,0.0455,1.9377
"note_haute, sans_promo, score_faible",peu_variants,0.1224,0.5603,1.3447,0.0314,1.3266
"note_haute, peu_images, peu_variants","dispo, prix_budget, sans_promo",0.1053,0.5602,3.6312,0.0763,1.923
"note_haute, peu_images, peu_variants","sans_promo, score_faible",0.1053,0.5602,2.0732,0.0545,1.6594
"prix_budget, sans_promo","peu_variants, score_faible",0.0952,0.5598,3.1479,0.0649,1.8676
"dispo, note_haute, prix_premium","bcp_images, score_bon",0.1039,0.5597,1.5436,0.0366,1.4477
"bcp_images, dispo, prix_premium","note_haute, score_bon",0.1039,0.5597,1.7188,0.0435,1.5316
"peu_images, peu_variants","sans_promo, score_faible",0.1192,0.5597,2.0712,0.0616,1.6573
"peu_images, prix_budget","dispo, peu_variants, sans_promo",0.1062,0.5596,2.3803,0.0616,1.7369
"note_haute, prix_budget, sans_promo","peu_images, peu_variants, score_faible",0.0933,0.5596,4.1488,0.0708,1.9642
"bcp_variants, note_haute, score_bon",prix_premium,0.0808,0.5591,1.6226,0.031,1.4866
"dispo, note_haute, peu_variants, prix_budget","peu_images, sans_promo",0.1053,0.5588,3.0475,0.0708,1.851
"bcp_images, sans_promo","note_haute, prix_premium",0.2568,0.5588,1.7332,0.1086,1.5358
"dispo, prix_mid","bcp_variants, note_moyenne",0.1192,0.5584,2.9779,0.0792,1.84
"peu_variants, sans_promo, score_bon","bcp_images, dispo, note_haute",0.073,0.5583,1.6401,0.0285,1.4933
"note_haute, score_excellent","bcp_images, bcp_variants, en_promo",0.0891,0.5578,2.896,0.0584,1.8259
"dispo, note_haute, score_excellent","bcp_images, bcp_variants, en_promo",0.0891,0.5578,2.896,0.0584,1.8259
"note_haute, score_excellent","bcp_images, bcp_variants, dispo, en_promo",0.0891,0.5578,3.4603,0.0634,1.8969
"bcp_variants, prix_mid, sans_promo","bcp_images, dispo, note_moyenne",0.0536,0.5577,2.9593,0.0355,1.8348
